steps,date,interval
5454,2012-10-15,620,weekdays
00,2012-10-15,625,weekdays
2020,2012-10-15,630,weekdays
00,2012-10-15,635,weekdays
9090,2012-10-15,640,weekdays
00,2012-10-15,645,weekdays
77,2012-10-15,650,weekdays
00,2012-10-15,655,weekdays
5454,2012-10-15,700,weekdays
2020,2012-10-15,705,weekdays
00,2012-10-15,710,weekdays
00,2012-10-15,715,weekdays
00,2012-10-15,720,weekdays
6464,2012-10-15,725,weekdays
2424,2012-10-15,730,weekdays
00,2012-10-15,735,weekdays
6868,2012-10-15,740,weekdays
4343,2012-10-15,745,weekdays
4343,2012-10-15,750,weekdays
8181,2012-10-15,755,weekdays
3535,2012-10-15,800,weekdays
133133,2012-10-15,805,weekdays
9999,2012-10-15,810,weekdays
2222,2012-10-15,815,weekdays
7575,2012-10-15,820,weekdays
7272,2012-10-15,825,weekdays
224224,2012-10-15,830,weekdays
786786,2012-10-15,835,weekdays
315315,2012-10-15,840,weekdays
264264,2012-10-15,845,weekdays
781781,2012-10-15,850,weekdays
757757,2012-10-15,855,weekdays
732732,2012-10-15,900,weekdays
686686,2012-10-15,905,weekdays
592592,2012-10-15,910,weekdays
119119,2012-10-15,915,weekdays
127127,2012-10-15,920,weekdays
2121,2012-10-15,925,weekdays
3535,2012-10-15,930,weekdays
00,2012-10-15,935,weekdays
00,2012-10-15,940,weekdays
7878,2012-10-15,945,weekdays
22,2012-10-15,950,weekdays
00,2012-10-15,955,weekdays
00,2012-10-15,1000,weekdays
00,2012-10-15,1005,weekdays
00,2012-10-15,1010,weekdays
00,2012-10-15,1015,weekdays
00,2012-10-15,1020,weekdays
00,2012-10-15,1025,weekdays
00,2012-10-15,1030,weekdays
00,2012-10-15,1035,weekdays
00,2012-10-15,1040,weekdays
00,2012-10-15,1045,weekdays
00,2012-10-15,1050,weekdays
00,2012-10-15,1055,weekdays
00,2012-10-15,1100,weekdays
00,2012-10-15,1105,weekdays
00,2012-10-15,1110,weekdays
00,2012-10-15,1115,weekdays
00,2012-10-15,1120,weekdays
00,2012-10-15,1125,weekdays
00,2012-10-15,1130,weekdays
3838,2012-10-15,1135,weekdays
3737,2012-10-15,1140,weekdays
193193,2012-10-15,1145,weekdays
2525,2012-10-15,1150,weekdays
00,2012-10-15,1155,weekdays
00,2012-10-15,1200,weekdays
00,2012-10-15,1205,weekdays
2929,2012-10-15,1210,weekdays
7171,2012-10-15,1215,weekdays
7373,2012-10-15,1220,weekdays
88,2012-10-15,1225,weekdays
66,2012-10-15,1230,weekdays
3838,2012-10-15,1235,weekdays
00,2012-10-15,1240,weekdays
00,2012-10-15,1245,weekdays
00,2012-10-15,1250,weekdays
00,2012-10-15,1255,weekdays
00,2012-10-15,1300,weekdays
00,2012-10-15,1305,weekdays
00,2012-10-15,1310,weekdays
00,2012-10-15,1315,weekdays
00,2012-10-15,1320,weekdays
00,2012-10-15,1325,weekdays
00,2012-10-15,1330,weekdays
00,2012-10-15,1335,weekdays
00,2012-10-15,1340,weekdays
00,2012-10-15,1345,weekdays
00,2012-10-15,1350,weekdays
00,2012-10-15,1355,weekdays
00,2012-10-15,1400,weekdays
00,2012-10-15,1405,weekdays
00,2012-10-15,1410,weekdays
00,2012-10-15,1415,weekdays
00,2012-10-15,1420,weekdays
00,2012-10-15,1425,weekdays
00,2012-10-15,1430,weekdays
00,2012-10-15,1435,weekdays
00,2012-10-15,1440,weekdays
00,2012-10-15,1445,weekdays
00,2012-10-15,1450,weekdays
00,2012-10-15,1455,weekdays
00,2012-10-15,1500,weekdays
6464,2012-10-15,1505,weekdays
8282,2012-10-15,1510,weekdays
00,2012-10-15,1515,weekdays
00,2012-10-15,1520,weekdays
44,2012-10-15,1525,weekdays
00,2012-10-15,1530,weekdays
00,2012-10-15,1535,weekdays
00,2012-10-15,1540,weekdays
00,2012-10-15,1545,weekdays
00,2012-10-15,1550,weekdays
1919,2012-10-15,1555,weekdays
00,2012-10-15,1600,weekdays
00,2012-10-15,1605,weekdays
5858,2012-10-15,1610,weekdays
9494,2012-10-15,1615,weekdays
00,2012-10-15,1620,weekdays
00,2012-10-15,1625,weekdays
00,2012-10-15,1630,weekdays
00,2012-10-15,1635,weekdays
00,2012-10-15,1640,weekdays
00,2012-10-15,1645,weekdays
00,2012-10-15,1650,weekdays
00,2012-10-15,1655,weekdays
00,2012-10-15,1700,weekdays
00,2012-10-15,1705,weekdays
00,2012-10-15,1710,weekdays
00,2012-10-15,1715,weekdays
00,2012-10-15,1720,weekdays
00,2012-10-15,1725,weekdays
00,2012-10-15,1730,weekdays
00,2012-10-15,1735,weekdays
00,2012-10-15,1740,weekdays
44,2012-10-15,1745,weekdays
00,2012-10-15,1750,weekdays
00,2012-10-15,1755,weekdays
3030,2012-10-15,1800,weekdays
00,2012-10-15,1805,weekdays
77,2012-10-15,1810,weekdays
00,2012-10-15,1815,weekdays
3232,2012-10-15,1820,weekdays
5454,2012-10-15,1825,weekdays
8383,2012-10-15,1830,weekdays
00,2012-10-15,1835,weekdays
203203,2012-10-15,1840,weekdays
581581,2012-10-15,1845,weekdays
5555,2012-10-15,1850,weekdays
310310,2012-10-15,1855,weekdays
437437,2012-10-15,1900,weekdays
00,2012-10-15,1905,weekdays
4646,2012-10-15,1910,weekdays
00,2012-10-15,1915,weekdays
00,2012-10-15,1920,weekdays
5050,2012-10-15,1925,weekdays
00,2012-10-15,1930,weekdays
00,2012-10-15,1935,weekdays
00,2012-10-15,1940,weekdays
00,2012-10-15,1945,weekdays
00,2012-10-15,1950,weekdays
00,2012-10-15,1955,weekdays
00,2012-10-15,2000,weekdays
00,2012-10-15,2005,weekdays
00,2012-10-15,2010,weekdays
6565,2012-10-15,2015,weekdays
00,2012-10-15,2020,weekdays
00,2012-10-15,2025,weekdays
00,2012-10-15,2030,weekdays
00,2012-10-15,2035,weekdays
00,2012-10-15,2040,weekdays
00,2012-10-15,2045,weekdays
00,2012-10-15,2050,weekdays
00,2012-10-15,2055,weekdays
2222,2012-10-15,2100,weekdays
88,2012-10-15,2105,weekdays
00,2012-10-15,2110,weekdays
99,2012-10-15,2115,weekdays
00,2012-10-15,2120,weekdays
00,2012-10-15,2125,weekdays
152152,2012-10-15,2130,weekdays
406406,2012-10-15,2135,weekdays
8686,2012-10-15,2140,weekdays
00,2012-10-15,2145,weekdays
88,2012-10-15,2150,weekdays
1717,2012-10-15,2155,weekdays
00,2012-10-15,2200,weekdays
00,2012-10-15,2205,weekdays
00,2012-10-15,2210,weekdays
00,2012-10-15,2215,weekdays
00,2012-10-15,2220,weekdays
00,2012-10-15,2225,weekdays
00,2012-10-15,2230,weekdays
00,2012-10-15,2235,weekdays
00,2012-10-15,2240,weekdays
00,2012-10-15,2245,weekdays
00,2012-10-15,2250,weekdays
00,2012-10-15,2255,weekdays
00,2012-10-15,2300,weekdays
1616,2012-10-15,2305,weekdays
00,2012-10-15,2310,weekdays
00,2012-10-15,2315,weekdays
00,2012-10-15,2320,weekdays
00,2012-10-15,2325,weekdays
00,2012-10-15,2330,weekdays
00,2012-10-15,2335,weekdays
00,2012-10-15,2340,weekdays
00,2012-10-15,2345,weekdays
00,2012-10-15,2350,weekdays
00,2012-10-15,2355,weekdays
00,2012-10-16,0,weekdays
00,2012-10-16,5,weekdays
00,2012-10-16,10,weekdays
00,2012-10-16,15,weekdays
00,2012-10-16,20,weekdays
00,2012-10-16,25,weekdays
00,2012-10-16,30,weekdays
00,2012-10-16,35,weekdays
00,2012-10-16,40,weekdays
00,2012-10-16,45,weekdays
00,2012-10-16,50,weekdays
00,2012-10-16,55,weekdays
00,2012-10-16,100,weekdays
00,2012-10-16,105,weekdays
00,2012-10-16,110,weekdays
00,2012-10-16,115,weekdays
00,2012-10-16,120,weekdays
00,2012-10-16,125,weekdays
00,2012-10-16,130,weekdays
00,2012-10-16,135,weekdays
44,2012-10-16,140,weekdays
00,2012-10-16,145,weekdays
00,2012-10-16,150,weekdays
00,2012-10-16,155,weekdays
00,2012-10-16,200,weekdays
00,2012-10-16,205,weekdays
00,2012-10-16,210,weekdays
00,2012-10-16,215,weekdays
00,2012-10-16,220,weekdays
00,2012-10-16,225,weekdays
00,2012-10-16,230,weekdays
1212,2012-10-16,235,weekdays
00,2012-10-16,240,weekdays
00,2012-10-16,245,weekdays
00,2012-10-16,250,weekdays
00,2012-10-16,255,weekdays
00,2012-10-16,300,weekdays
00,2012-10-16,305,weekdays
00,2012-10-16,310,weekdays
00,2012-10-16,315,weekdays
00,2012-10-16,320,weekdays
00,2012-10-16,325,weekdays
00,2012-10-16,330,weekdays
00,2012-10-16,335,weekdays
00,2012-10-16,340,weekdays
00,2012-10-16,345,weekdays
00,2012-10-16,350,weekdays
00,2012-10-16,355,weekdays
00,2012-10-16,400,weekdays
00,2012-10-16,405,weekdays
00,2012-10-16,410,weekdays
00,2012-10-16,415,weekdays
00,2012-10-16,420,weekdays
00,2012-10-16,425,weekdays
00,2012-10-16,430,weekdays
00,2012-10-16,435,weekdays
00,2012-10-16,440,weekdays
00,2012-10-16,445,weekdays
00,2012-10-16,450,weekdays
00,2012-10-16,455,weekdays
00,2012-10-16,500,weekdays
00,2012-10-16,505,weekdays
1212,2012-10-16,510,weekdays
00,2012-10-16,515,weekdays
00,2012-10-16,520,weekdays
00,2012-10-16,525,weekdays
00,2012-10-16,530,weekdays
00,2012-10-16,535,weekdays
00,2012-10-16,540,weekdays
00,2012-10-16,545,weekdays
1212,2012-10-16,550,weekdays
00,2012-10-16,555,weekdays
00,2012-10-16,600,weekdays
1717,2012-10-16,605,weekdays
00,2012-10-16,610,weekdays
00,2012-10-16,615,weekdays
00,2012-10-16,620,weekdays
00,2012-10-16,625,weekdays
5858,2012-10-16,630,weekdays
178178,2012-10-16,635,weekdays
1515,2012-10-16,640,weekdays
5555,2012-10-16,645,weekdays
5555,2012-10-16,650,weekdays
8383,2012-10-16,655,weekdays
2929,2012-10-16,700,weekdays
5757,2012-10-16,705,weekdays
1313,2012-10-16,710,weekdays
3838,2012-10-16,715,weekdays
166166,2012-10-16,720,weekdays
6565,2012-10-16,725,weekdays
8686,2012-10-16,730,weekdays
5858,2012-10-16,735,weekdays
135135,2012-10-16,740,weekdays
119119,2012-10-16,745,weekdays
00,2012-10-16,750,weekdays
8080,2012-10-16,755,weekdays
146146,2012-10-16,800,weekdays
8989,2012-10-16,805,weekdays
317317,2012-10-16,810,weekdays
758758,2012-10-16,815,weekdays
750750,2012-10-16,820,weekdays
721721,2012-10-16,825,weekdays
697697,2012-10-16,830,weekdays
743743,2012-10-16,835,weekdays
755755,2012-10-16,840,weekdays
737737,2012-10-16,845,weekdays
495495,2012-10-16,850,weekdays
385385,2012-10-16,855,weekdays
3636,2012-10-16,900,weekdays
3131,2012-10-16,905,weekdays
7171,2012-10-16,910,weekdays
00,2012-10-16,915,weekdays
5656,2012-10-16,920,weekdays
100100,2012-10-16,925,weekdays
00,2012-10-16,930,weekdays
00,2012-10-16,935,weekdays
00,2012-10-16,940,weekdays
2929,2012-10-16,945,weekdays
00,2012-10-16,950,weekdays
00,2012-10-16,955,weekdays
00,2012-10-16,1000,weekdays
00,2012-10-16,1005,weekdays
1616,2012-10-16,1010,weekdays
433433,2012-10-16,1015,weekdays
143143,2012-10-16,1020,weekdays
77,2012-10-16,1025,weekdays
232232,2012-10-16,1030,weekdays
00,2012-10-16,1035,weekdays
00,2012-10-16,1040,weekdays
00,2012-10-16,1045,weekdays
00,2012-10-16,1050,weekdays
4646,2012-10-16,1055,weekdays
00,2012-10-16,1100,weekdays
00,2012-10-16,1105,weekdays
00,2012-10-16,1110,weekdays
00,2012-10-16,1115,weekdays
00,2012-10-16,1120,weekdays
00,2012-10-16,1125,weekdays
00,2012-10-16,1130,weekdays
00,2012-10-16,1135,weekdays
00,2012-10-16,1140,weekdays
00,2012-10-16,1145,weekdays
00,2012-10-16,1150,weekdays
00,2012-10-16,1155,weekdays
00,2012-10-16,1200,weekdays
00,2012-10-16,1205,weekdays
3636,2012-10-16,1210,weekdays
00,2012-10-16,1215,weekdays
1616,2012-10-16,1220,weekdays
9292,2012-10-16,1225,weekdays
9696,2012-10-16,1230,weekdays
00,2012-10-16,1235,weekdays
5656,2012-10-16,1240,weekdays
00,2012-10-16,1245,weekdays
2121,2012-10-16,1250,weekdays
308308,2012-10-16,1255,weekdays
120120,2012-10-16,1300,weekdays
00,2012-10-16,1305,weekdays
00,2012-10-16,1310,weekdays
00,2012-10-16,1315,weekdays
00,2012-10-16,1320,weekdays
8181,2012-10-16,1325,weekdays
1111,2012-10-16,1330,weekdays
5757,2012-10-16,1335,weekdays
00,2012-10-16,1340,weekdays
00,2012-10-16,1345,weekdays
00,2012-10-16,1350,weekdays
00,2012-10-16,1355,weekdays
00,2012-10-16,1400,weekdays
00,2012-10-16,1405,weekdays
2828,2012-10-16,1410,weekdays
4141,2012-10-16,1415,weekdays
179179,2012-10-16,1420,weekdays
143143,2012-10-16,1425,weekdays
1313,2012-10-16,1430,weekdays
00,2012-10-16,1435,weekdays
00,2012-10-16,1440,weekdays
00,2012-10-16,1445,weekdays
00,2012-10-16,1450,weekdays
00,2012-10-16,1455,weekdays
00,2012-10-16,1500,weekdays
211211,2012-10-16,1505,weekdays
00,2012-10-16,1510,weekdays
168168,2012-10-16,1515,weekdays
00,2012-10-16,1520,weekdays
88,2012-10-16,1525,weekdays
00,2012-10-16,1530,weekdays
00,2012-10-16,1535,weekdays
00,2012-10-16,1540,weekdays
00,2012-10-16,1545,weekdays
00,2012-10-16,1550,weekdays
00,2012-10-16,1555,weekdays
00,2012-10-16,1600,weekdays
00,2012-10-16,1605,weekdays
00,2012-10-16,1610,weekdays
00,2012-10-16,1615,weekdays
00,2012-10-16,1620,weekdays
00,2012-10-16,1625,weekdays
00,2012-10-16,1630,weekdays
00,2012-10-16,1635,weekdays
1010,2012-10-16,1640,weekdays
00,2012-10-16,1645,weekdays
00,2012-10-16,1650,weekdays
00,2012-10-16,1655,weekdays
260260,2012-10-16,1700,weekdays
464464,2012-10-16,1705,weekdays
00,2012-10-16,1710,weekdays
1515,2012-10-16,1715,weekdays
77,2012-10-16,1720,weekdays
2020,2012-10-16,1725,weekdays
00,2012-10-16,1730,weekdays
00,2012-10-16,1735,weekdays
1515,2012-10-16,1740,weekdays
00,2012-10-16,1745,weekdays
00,2012-10-16,1750,weekdays
00,2012-10-16,1755,weekdays
8686,2012-10-16,1800,weekdays
2424,2012-10-16,1805,weekdays
2626,2012-10-16,1810,weekdays
1919,2012-10-16,1815,weekdays
1717,2012-10-16,1820,weekdays
00,2012-10-16,1825,weekdays
2626,2012-10-16,1830,weekdays
107107,2012-10-16,1835,weekdays
513513,2012-10-16,1840,weekdays
318318,2012-10-16,1845,weekdays
325325,2012-10-16,1850,weekdays
467467,2012-10-16,1855,weekdays
494494,2012-10-16,1900,weekdays
426426,2012-10-16,1905,weekdays
7070,2012-10-16,1910,weekdays
6767,2012-10-16,1915,weekdays
4545,2012-10-16,1920,weekdays
3939,2012-10-16,1925,weekdays
6060,2012-10-16,1930,weekdays
1919,2012-10-16,1935,weekdays
6363,2012-10-16,1940,weekdays
3939,2012-10-16,1945,weekdays
00,2012-10-16,1950,weekdays
00,2012-10-16,1955,weekdays
00,2012-10-16,2000,weekdays
00,2012-10-16,2005,weekdays
00,2012-10-16,2010,weekdays
00,2012-10-16,2015,weekdays
00,2012-10-16,2020,weekdays
00,2012-10-16,2025,weekdays
00,2012-10-16,2030,weekdays
00,2012-10-16,2035,weekdays
00,2012-10-16,2040,weekdays
00,2012-10-16,2045,weekdays
8888,2012-10-16,2050,weekdays
00,2012-10-16,2055,weekdays
00,2012-10-16,2100,weekdays
00,2012-10-16,2105,weekdays
00,2012-10-16,2110,weekdays
00,2012-10-16,2115,weekdays
00,2012-10-16,2120,weekdays
00,2012-10-16,2125,weekdays
00,2012-10-16,2130,weekdays
00,2012-10-16,2135,weekdays
00,2012-10-16,2140,weekdays
00,2012-10-16,2145,weekdays
00,2012-10-16,2150,weekdays
00,2012-10-16,2155,weekdays
00,2012-10-16,2200,weekdays
00,2012-10-16,2205,weekdays
00,2012-10-16,2210,weekdays
00,2012-10-16,2215,weekdays
7474,2012-10-16,2220,weekdays
00,2012-10-16,2225,weekdays
00,2012-10-16,2230,weekdays
00,2012-10-16,2235,weekdays
00,2012-10-16,2240,weekdays
00,2012-10-16,2245,weekdays
00,2012-10-16,2250,weekdays
00,2012-10-16,2255,weekdays
00,2012-10-16,2300,weekdays
00,2012-10-16,2305,weekdays
00,2012-10-16,2310,weekdays
00,2012-10-16,2315,weekdays
00,2012-10-16,2320,weekdays
00,2012-10-16,2325,weekdays
5656,2012-10-16,2330,weekdays
00,2012-10-16,2335,weekdays
00,2012-10-16,2340,weekdays
00,2012-10-16,2345,weekdays
00,2012-10-16,2350,weekdays
00,2012-10-16,2355,weekdays
00,2012-10-17,0,weekdays
00,2012-10-17,5,weekdays
00,2012-10-17,10,weekdays
00,2012-10-17,15,weekdays
00,2012-10-17,20,weekdays
00,2012-10-17,25,weekdays
00,2012-10-17,30,weekdays
00,2012-10-17,35,weekdays
00,2012-10-17,40,weekdays
7272,2012-10-17,45,weekdays
88,2012-10-17,50,weekdays
00,2012-10-17,55,weekdays
1717,2012-10-17,100,weekdays
00,2012-10-17,105,weekdays
00,2012-10-17,110,weekdays
00,2012-10-17,115,weekdays
00,2012-10-17,120,weekdays
00,2012-10-17,125,weekdays
00,2012-10-17,130,weekdays
00,2012-10-17,135,weekdays
00,2012-10-17,140,weekdays
00,2012-10-17,145,weekdays
00,2012-10-17,150,weekdays
00,2012-10-17,155,weekdays
00,2012-10-17,200,weekdays
00,2012-10-17,205,weekdays
00,2012-10-17,210,weekdays
00,2012-10-17,215,weekdays
00,2012-10-17,220,weekdays
00,2012-10-17,225,weekdays
00,2012-10-17,230,weekdays
00,2012-10-17,235,weekdays
00,2012-10-17,240,weekdays
00,2012-10-17,245,weekdays
00,2012-10-17,250,weekdays
00,2012-10-17,255,weekdays
00,2012-10-17,300,weekdays
00,2012-10-17,305,weekdays
00,2012-10-17,310,weekdays
00,2012-10-17,315,weekdays
00,2012-10-17,320,weekdays
00,2012-10-17,325,weekdays
00,2012-10-17,330,weekdays
88,2012-10-17,335,weekdays
00,2012-10-17,340,weekdays
44,2012-10-17,345,weekdays
00,2012-10-17,350,weekdays
00,2012-10-17,355,weekdays
55,2012-10-17,400,weekdays
00,2012-10-17,405,weekdays
00,2012-10-17,410,weekdays
00,2012-10-17,415,weekdays
00,2012-10-17,420,weekdays
00,2012-10-17,425,weekdays
4343,2012-10-17,430,weekdays
00,2012-10-17,435,weekdays
00,2012-10-17,440,weekdays
00,2012-10-17,445,weekdays
00,2012-10-17,450,weekdays
00,2012-10-17,455,weekdays
00,2012-10-17,500,weekdays
99,2012-10-17,505,weekdays
3939,2012-10-17,510,weekdays
00,2012-10-17,515,weekdays
00,2012-10-17,520,weekdays
00,2012-10-17,525,weekdays
00,2012-10-17,530,weekdays
00,2012-10-17,535,weekdays
00,2012-10-17,540,weekdays
00,2012-10-17,545,weekdays
00,2012-10-17,550,weekdays
00,2012-10-17,555,weekdays
00,2012-10-17,600,weekdays
00,2012-10-17,605,weekdays
00,2012-10-17,610,weekdays
88,2012-10-17,615,weekdays
4343,2012-10-17,620,weekdays
00,2012-10-17,625,weekdays
00,2012-10-17,630,weekdays
00,2012-10-17,635,weekdays
3333,2012-10-17,640,weekdays
00,2012-10-17,645,weekdays
1717,2012-10-17,650,weekdays
3131,2012-10-17,655,weekdays
4545,2012-10-17,700,weekdays
2323,2012-10-17,705,weekdays
3535,2012-10-17,710,weekdays
00,2012-10-17,715,weekdays
3737,2012-10-17,720,weekdays
127127,2012-10-17,725,weekdays
77,2012-10-17,730,weekdays
1010,2012-10-17,735,weekdays
00,2012-10-17,740,weekdays
2626,2012-10-17,745,weekdays
6666,2012-10-17,750,weekdays
7474,2012-10-17,755,weekdays
540540,2012-10-17,800,weekdays
364364,2012-10-17,805,weekdays
344344,2012-10-17,810,weekdays
652652,2012-10-17,815,weekdays
680680,2012-10-17,820,weekdays
680680,2012-10-17,825,weekdays
744744,2012-10-17,830,weekdays
720720,2012-10-17,835,weekdays
701701,2012-10-17,840,weekdays
266266,2012-10-17,845,weekdays
00,2012-10-17,850,weekdays
103103,2012-10-17,855,weekdays
668668,2012-10-17,900,weekdays
101101,2012-10-17,905,weekdays
00,2012-10-17,910,weekdays
00,2012-10-17,915,weekdays
00,2012-10-17,920,weekdays
00,2012-10-17,925,weekdays
00,2012-10-17,930,weekdays
00,2012-10-17,935,weekdays
00,2012-10-17,940,weekdays
00,2012-10-17,945,weekdays
00,2012-10-17,950,weekdays
00,2012-10-17,955,weekdays
9292,2012-10-17,1000,weekdays
00,2012-10-17,1005,weekdays
00,2012-10-17,1010,weekdays
00,2012-10-17,1015,weekdays
00,2012-10-17,1020,weekdays
1616,2012-10-17,1025,weekdays
00,2012-10-17,1030,weekdays
00,2012-10-17,1035,weekdays
00,2012-10-17,1040,weekdays
00,2012-10-17,1045,weekdays
00,2012-10-17,1050,weekdays
00,2012-10-17,1055,weekdays
00,2012-10-17,1100,weekdays
1616,2012-10-17,1105,weekdays
1717,2012-10-17,1110,weekdays
199199,2012-10-17,1115,weekdays
429429,2012-10-17,1120,weekdays
00,2012-10-17,1125,weekdays
186186,2012-10-17,1130,weekdays
160160,2012-10-17,1135,weekdays
00,2012-10-17,1140,weekdays
00,2012-10-17,1145,weekdays
00,2012-10-17,1150,weekdays
00,2012-10-17,1155,weekdays
00,2012-10-17,1200,weekdays
00,2012-10-17,1205,weekdays
00,2012-10-17,1210,weekdays
00,2012-10-17,1215,weekdays
00,2012-10-17,1220,weekdays
143143,2012-10-17,1225,weekdays
8686,2012-10-17,1230,weekdays
00,2012-10-17,1235,weekdays
00,2012-10-17,1240,weekdays
00,2012-10-17,1245,weekdays
00,2012-10-17,1250,weekdays
00,2012-10-17,1255,weekdays
3030,2012-10-17,1300,weekdays
00,2012-10-17,1305,weekdays
00,2012-10-17,1310,weekdays
88,2012-10-17,1315,weekdays
00,2012-10-17,1320,weekdays
285285,2012-10-17,1325,weekdays
146146,2012-10-17,1330,weekdays
33,2012-10-17,1335,weekdays
00,2012-10-17,1340,weekdays
00,2012-10-17,1345,weekdays
00,2012-10-17,1350,weekdays
00,2012-10-17,1355,weekdays
00,2012-10-17,1400,weekdays
00,2012-10-17,1405,weekdays
00,2012-10-17,1410,weekdays
00,2012-10-17,1415,weekdays
00,2012-10-17,1420,weekdays
00,2012-10-17,1425,weekdays
00,2012-10-17,1430,weekdays
00,2012-10-17,1435,weekdays
00,2012-10-17,1440,weekdays
00,2012-10-17,1445,weekdays
241241,2012-10-17,1450,weekdays
1111,2012-10-17,1455,weekdays
00,2012-10-17,1500,weekdays
00,2012-10-17,1505,weekdays
00,2012-10-17,1510,weekdays
00,2012-10-17,1515,weekdays
00,2012-10-17,1520,weekdays
8080,2012-10-17,1525,weekdays
00,2012-10-17,1530,weekdays
00,2012-10-17,1535,weekdays
00,2012-10-17,1540,weekdays
00,2012-10-17,1545,weekdays
8686,2012-10-17,1550,weekdays
4848,2012-10-17,1555,weekdays
2828,2012-10-17,1600,weekdays
00,2012-10-17,1605,weekdays
00,2012-10-17,1610,weekdays
00,2012-10-17,1615,weekdays
00,2012-10-17,1620,weekdays
00,2012-10-17,1625,weekdays
00,2012-10-17,1630,weekdays
00,2012-10-17,1635,weekdays
00,2012-10-17,1640,weekdays
00,2012-10-17,1645,weekdays
00,2012-10-17,1650,weekdays
137137,2012-10-17,1655,weekdays
4040,2012-10-17,1700,weekdays
00,2012-10-17,1705,weekdays
00,2012-10-17,1710,weekdays
6363,2012-10-17,1715,weekdays
163163,2012-10-17,1720,weekdays
408408,2012-10-17,1725,weekdays
153153,2012-10-17,1730,weekdays
00,2012-10-17,1735,weekdays
1212,2012-10-17,1740,weekdays
00,2012-10-17,1745,weekdays
88,2012-10-17,1750,weekdays
00,2012-10-17,1755,weekdays
00,2012-10-17,1800,weekdays
00,2012-10-17,1805,weekdays
00,2012-10-17,1810,weekdays
115115,2012-10-17,1815,weekdays
3131,2012-10-17,1820,weekdays
5252,2012-10-17,1825,weekdays
6060,2012-10-17,1830,weekdays
00,2012-10-17,1835,weekdays
00,2012-10-17,1840,weekdays
4242,2012-10-17,1845,weekdays
178178,2012-10-17,1850,weekdays
479479,2012-10-17,1855,weekdays
297297,2012-10-17,1900,weekdays
371371,2012-10-17,1905,weekdays
483483,2012-10-17,1910,weekdays
319319,2012-10-17,1915,weekdays
2626,2012-10-17,1920,weekdays
1414,2012-10-17,1925,weekdays
7979,2012-10-17,1930,weekdays
00,2012-10-17,1935,weekdays
00,2012-10-17,1940,weekdays
00,2012-10-17,1945,weekdays
4747,2012-10-17,1950,weekdays
00,2012-10-17,1955,weekdays
00,2012-10-17,2000,weekdays
00,2012-10-17,2005,weekdays
00,2012-10-17,2010,weekdays
00,2012-10-17,2015,weekdays
00,2012-10-17,2020,weekdays
00,2012-10-17,2025,weekdays
00,2012-10-17,2030,weekdays
00,2012-10-17,2035,weekdays
00,2012-10-17,2040,weekdays
00,2012-10-17,2045,weekdays
00,2012-10-17,2050,weekdays
00,2012-10-17,2055,weekdays
00,2012-10-17,2100,weekdays
8888,2012-10-17,2105,weekdays
6868,2012-10-17,2110,weekdays
66,2012-10-17,2115,weekdays
00,2012-10-17,2120,weekdays
00,2012-10-17,2125,weekdays
00,2012-10-17,2130,weekdays
00,2012-10-17,2135,weekdays
00,2012-10-17,2140,weekdays
88,2012-10-17,2145,weekdays
00,2012-10-17,2150,weekdays
00,2012-10-17,2155,weekdays
00,2012-10-17,2200,weekdays
00,2012-10-17,2205,weekdays
00,2012-10-17,2210,weekdays
00,2012-10-17,2215,weekdays
88,2012-10-17,2220,weekdays
00,2012-10-17,2225,weekdays
88,2012-10-17,2230,weekdays
00,2012-10-17,2235,weekdays
00,2012-10-17,2240,weekdays
00,2012-10-17,2245,weekdays
00,2012-10-17,2250,weekdays
00,2012-10-17,2255,weekdays
00,2012-10-17,2300,weekdays
00,2012-10-17,2305,weekdays
00,2012-10-17,2310,weekdays
00,2012-10-17,2315,weekdays
00,2012-10-17,2320,weekdays
00,2012-10-17,2325,weekdays
00,2012-10-17,2330,weekdays
00,2012-10-17,2335,weekdays
00,2012-10-17,2340,weekdays
00,2012-10-17,2345,weekdays
00,2012-10-17,2350,weekdays
2929,2012-10-17,2355,weekdays
00,2012-10-18,0,weekdays
00,2012-10-18,5,weekdays
00,2012-10-18,10,weekdays
00,2012-10-18,15,weekdays
00,2012-10-18,20,weekdays
1111,2012-10-18,25,weekdays
00,2012-10-18,30,weekdays
00,2012-10-18,35,weekdays
00,2012-10-18,40,weekdays
00,2012-10-18,45,weekdays
00,2012-10-18,50,weekdays
00,2012-10-18,55,weekdays
00,2012-10-18,100,weekdays
00,2012-10-18,105,weekdays
00,2012-10-18,110,weekdays
00,2012-10-18,115,weekdays
00,2012-10-18,120,weekdays
00,2012-10-18,125,weekdays
4242,2012-10-18,130,weekdays
00,2012-10-18,135,weekdays
00,2012-10-18,140,weekdays
00,2012-10-18,145,weekdays
00,2012-10-18,150,weekdays
00,2012-10-18,155,weekdays
00,2012-10-18,200,weekdays
00,2012-10-18,205,weekdays
00,2012-10-18,210,weekdays
00,2012-10-18,215,weekdays
00,2012-10-18,220,weekdays
00,2012-10-18,225,weekdays
00,2012-10-18,230,weekdays
00,2012-10-18,235,weekdays
00,2012-10-18,240,weekdays
00,2012-10-18,245,weekdays
00,2012-10-18,250,weekdays
00,2012-10-18,255,weekdays
00,2012-10-18,300,weekdays
00,2012-10-18,305,weekdays
00,2012-10-18,310,weekdays
00,2012-10-18,315,weekdays
